player_id,last_season,current_club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp,url
214258,2014,3729,andrey-naletov,Andrey Naletov,Russia,Russia,3/31/1996,Defender,Centre-Back,Right,179,,23000,https://www.transfermarkt.co.uk/andrey-naletov/profil/spieler/214258
45247,2014,1162,damien-perquis,Damien Perquis,France,France,3/8/1986,Goalkeeper,Goalkeeper,Right,186,360000,900000,https://www.transfermarkt.co.uk/damien-perquis/profil/spieler/45247
61389,2014,3729,ivan-lozenkov,Ivan Lozenkov,UdSSR,Russia,4/14/1984,Defender,Centre-Back,Left,182,,270000,https://www.transfermarkt.co.uk/ivan-lozenkov/profil/spieler/61389
217036,2014,3729,aleksandr-zakarlyuka,Aleksandr Zakarlyuka,Estonia,Russia,6/24/1995,Midfield,Central Midfield,Right,178,203000,203000,https://www.transfermarkt.co.uk/aleksandr-zakarlyuka/profil/spieler/217036
97205,2014,28095,nikita-bezlikhotnov,Nikita Bezlikhotnov,UdSSR,Russia,8/19/1990,Attack,Right Winger,Right,179,225000,675000,https://www.transfermarkt.co.uk/nikita-bezlikhotnov/profil/spieler/97205
57208,2014,1162,felipe-saad,Felipe Saad,Brazil,Brazil,9/11/1983,Defender,Centre-Back,Left,187,,1080000,https://www.transfermarkt.co.uk/felipe-saad/profil/spieler/57208
140799,2014,403,jonas-heymans,Jonas Heymans,Belgium,Belgium,2/6/1993,Defender,Left-Back,Left,182,,450000,https://www.transfermarkt.co.uk/jonas-heymans/profil/spieler/140799
55472,2014,276,rafael-marques,Rafael Marques,Brazil,Brazil,9/21/1983,Defender,Centre-Back,Right,187,,1620000,https://www.transfermarkt.co.uk/rafael-marques/profil/spieler/55472
37633,2014,276,guillermo-rodriguez,Guillermo Rodriguez,Uruguay,Uruguay,3/21/1984,Defender,Centre-Back,Left,185,45000,2610000,https://www.transfermarkt.co.uk/guillermo-rodriguez/profil/spieler/37633
76902,2014,276,fernandinho,Fernandinho,Brazil,Brazil,11/25/1985,Attack,Left Winger,Left,173,135000,1800000,https://www.transfermarkt.co.uk/fernandinho/profil/spieler/76902
299944,2014,276,alimeyaw-salifu,Alimeyaw Salifu,Ghana,Ghana,8/20/1995,Midfield,Central Midfield,Right,180,,45000,https://www.transfermarkt.co.uk/alimeyaw-salifu/profil/spieler/299944
287631,2014,276,pierluigi-cappelluzzo,Pierluigi Cappelluzzo,Italy,Italy,6/9/1996,Attack,Centre-Forward,Left,186,23000,270000,https://www.transfermarkt.co.uk/pierluigi-cappelluzzo/profil/spieler/287631
45185,2014,862,tomasz-kupisz,Tomasz Kupisz,Poland,Poland,1/2/1990,Midfield,Right Midfield,Right,180,270000,900000,https://www.transfermarkt.co.uk/tomasz-kupisz/profil/spieler/45185
88542,2014,862,ruben-botta,Ruben Botta,Argentina,Argentina,1/31/1990,Midfield,Attacking Midfield,Left,177,990000,4500000,https://www.transfermarkt.co.uk/ruben-botta/profil/spieler/88542
7611,2014,276,javier-saviola,Javier Saviola,Argentina,Argentina,12/11/1981,Attack,Second Striker,Right,168,,18000000,https://www.transfermarkt.co.uk/javier-saviola/profil/spieler/7611
107958,2014,862,nicola-bellomo,Nicola Bellomo,Italy,Italy,2/18/1991,Midfield,Attacking Midfield,Right,174,180000,1620000,https://www.transfermarkt.co.uk/nicola-bellomo/profil/spieler/107958
34909,2014,862,simone-bentivoglio,Simone Bentivoglio,Italy,Italy,5/29/1985,Midfield,Central Midfield,Right,184,,2700000,https://www.transfermarkt.co.uk/simone-bentivoglio/profil/spieler/34909
5976,2014,862,roberto-guana,Roberto Guana,Italy,Italy,1/21/1981,Midfield,Central Midfield,Right,178,,3780000,https://www.transfermarkt.co.uk/roberto-guana/profil/spieler/5976
23367,2014,862,alessio-sestu,Alessio Sestu,Italy,Italy,9/29/1983,Attack,Right Winger,Right,177,,720000,https://www.transfermarkt.co.uk/alessio-sestu/profil/spieler/23367
16117,2014,862,nicola-pozzi,Nicola Pozzi,Italy,Italy,6/30/1986,Attack,Centre-Forward,Right,182,,4320000,https://www.transfermarkt.co.uk/nicola-pozzi/profil/spieler/16117
176130,2014,800,lorenzo-rosseti,Lorenzo Rosseti,Italy,Italy,8/5/1994,Attack,Centre-Forward,Right,182,135000,1080000,https://www.transfermarkt.co.uk/lorenzo-rosseti/profil/spieler/176130
29208,2014,1429,davide-succi,Davide Succi,Italy,Italy,10/11/1981,Attack,Centre-Forward,Right,182,,1980000,https://www.transfermarkt.co.uk/davide-succi/profil/spieler/29208
334723,2014,800,nicolas-napol,Nicolas Napol,France,Belgium,4/3/1996,Attack,Centre-Forward,Right,186,,68000,https://www.transfermarkt.co.uk/nicolas-napol/profil/spieler/334723
20726,2014,800,rolando-bianchi,Rolando Bianchi,Italy,Italy,2/15/1983,Attack,Centre-Forward,Right,188,,11700000,https://www.transfermarkt.co.uk/rolando-bianchi/profil/spieler/20726
160188,2014,862,marcao,Marcao,Brazil,Brazil,3/6/1992,Goalkeeper,Goalkeeper,Right,195,45000,45000,https://www.transfermarkt.co.uk/marcao/profil/spieler/160188
290418,2014,1429,riccardo-gaiola,Riccardo Gaiola,Italy,Italy,4/1/1996,Midfield,Central Midfield,Right,183,68000,113000,https://www.transfermarkt.co.uk/riccardo-gaiola/profil/spieler/290418
73048,2014,276,ivan-martic,Ivan Martic,Switzerland,Switzerland,10/2/1990,Defender,Right-Back,Right,183,135000,720000,https://www.transfermarkt.co.uk/ivan-martic/profil/spieler/73048
28851,2014,1429,manuel-coppola,Manuel Coppola,Italy,Italy,5/11/1982,Midfield,Central Midfield,Right,172,,900000,https://www.transfermarkt.co.uk/manuel-coppola/profil/spieler/28851
17171,2014,276,alessandro-agostini,Alessandro Agostini,Italy,Italy,7/23/1979,Defender,Left-Back,Left,177,,1800000,https://www.transfermarkt.co.uk/alessandro-agostini/profil/spieler/17171
8206,2014,1429,emmanuel-cascione,Emmanuel Cascione,Italy,Italy,9/22/1983,Midfield,Central Midfield,Right,187,,1350000,https://www.transfermarkt.co.uk/emmanuel-cascione/profil/spieler/8206
70203,2014,1429,ze-eduardo,Ze Eduardo,Brazil,Brazil,8/16/1991,Midfield,Defensive Midfield,Right,186,180000,900000,https://www.transfermarkt.co.uk/ze-eduardo/profil/spieler/70203
24305,2014,1429,giuseppe-de-feudis,Giuseppe De Feudis,Italy,Italy,7/10/1983,Midfield,Defensive Midfield,Right,170,,1800000,https://www.transfermarkt.co.uk/giuseppe-de-feudis/profil/spieler/24305
38602,2014,1429,nico-pulzetti,Nico Pulzetti,Italy,Italy,2/13/1984,Midfield,Central Midfield,Right,176,,2250000,https://www.transfermarkt.co.uk/nico-pulzetti/profil/spieler/38602
13749,2014,1429,gaby-mudingayi,Gaby Mudingayi,Zaire,Belgium,10/1/1981,Midfield,Defensive Midfield,Right,180,,5400000,https://www.transfermarkt.co.uk/gaby-mudingayi/profil/spieler/13749
29604,2014,1429,riccardo-cazzola,Riccardo Cazzola,Italy,Italy,10/8/1985,Midfield,Defensive Midfield,Right,189,180000,900000,https://www.transfermarkt.co.uk/riccardo-cazzola/profil/spieler/29604
221815,2014,1429,constantin-nica,Constantin Nica,Romania,Romania,3/18/1993,Defender,Right-Back,Both,186,23000,1350000,https://www.transfermarkt.co.uk/constantin-nica/profil/spieler/221815
287688,2014,800,janis-cavagna,Janis Cavagna,Italy,Italy,3/12/1995,Midfield,Defensive Midfield,Right,178,68000,113000,https://www.transfermarkt.co.uk/janis-cavagna/profil/spieler/287688
7499,2014,800,lionel-scaloni,Lionel Scaloni,Argentina,Argentina,5/16/1978,Defender,Right-Back,Right,182,,5400000,https://www.transfermarkt.co.uk/lionel-scaloni/profil/spieler/7499
37525,2014,5818,rasmus-hansen,Rasmus Hansen,,Denmark,4/12/1986,Midfield,Defensive Midfield,Left,183,,765000,https://www.transfermarkt.co.uk/rasmus-hansen/profil/spieler/37525
200653,2014,800,david-forgacs,David Forgacs,Hungary,Hungary,9/29/1995,Defender,Left-Back,Left,179,68000,113000,https://www.transfermarkt.co.uk/david-forgacs/profil/spieler/200653
337135,2014,276,alessandro-salvetti,Alessandro Salvetti,Italy,Italy,4/5/1997,Goalkeeper,Goalkeeper,,0,,90000,https://www.transfermarkt.co.uk/alessandro-salvetti/profil/spieler/337135
238953,2014,276,lorenzo-ferrari,Lorenzo Ferrari,Italy,Italy,3/9/1996,Goalkeeper,Goalkeeper,Right,195,23000,68000,https://www.transfermarkt.co.uk/lorenzo-ferrari/profil/spieler/238953
6012,2014,1429,stefano-lucchini,Stefano Lucchini,Italy,Italy,10/2/1980,Defender,Centre-Back,Right,186,,3870000,https://www.transfermarkt.co.uk/stefano-lucchini/profil/spieler/6012
314369,2014,1429,matteo-gasperi,Matteo Gasperi,Italy,Italy,7/17/1997,Midfield,Defensive Midfield,Right,184,135000,135000,https://www.transfermarkt.co.uk/matteo-gasperi/profil/spieler/314369
30332,2014,1429,daniele-capelli,Daniele Capelli,Italy,Italy,6/20/1986,Defender,Centre-Back,Both,186,68000,2430000,https://www.transfermarkt.co.uk/daniele-capelli/profil/spieler/30332
287686,2014,276,filippo-boni,Filippo Boni,Italy,Italy,6/29/1995,Defender,Centre-Back,Left,190,45000,90000,https://www.transfermarkt.co.uk/filippo-boni/profil/spieler/287686
16888,2014,1429,federico-agliardi,Federico Agliardi,Italy,Italy,2/11/1983,Goalkeeper,Goalkeeper,Left,191,,990000,https://www.transfermarkt.co.uk/federico-agliardi/profil/spieler/16888
203899,2014,403,stijn-derkx,Stijn Derkx,Netherlands,Netherlands,2/3/1995,Attack,Centre-Forward,Right,182,,45000,https://www.transfermarkt.co.uk/stijn-derkx/profil/spieler/203899
173860,2014,862,myles-anderson,Myles Anderson,England,England,1/9/1990,Defender,Centre-Back,Left,183,,68000,https://www.transfermarkt.co.uk/myles-anderson/profil/spieler/173860
288570,2014,1429,davide-mordini,Davide Mordini,Italy,Italy,8/3/1996,Defender,Left-Back,Left,177,135000,135000,https://www.transfermarkt.co.uk/davide-mordini/profil/spieler/288570
20913,2014,800,giuseppe-biava,Giuseppe Biava,Italy,Italy,5/8/1977,Defender,Centre-Back,Right,180,,2250000,https://www.transfermarkt.co.uk/giuseppe-biava/profil/spieler/20913
7102,2014,800,giorgio-frezzolini,Giorgio Frezzolini,Italy,Italy,1/21/1976,Goalkeeper,Goalkeeper,Right,186,,360000,https://www.transfermarkt.co.uk/giorgio-frezzolini/profil/spieler/7102
28817,2014,1429,gabriele-perico,Gabriele Perico,Italy,Italy,3/11/1984,Defender,Right-Back,Right,183,45000,810000,https://www.transfermarkt.co.uk/gabriele-perico/profil/spieler/28817
22185,2014,800,vlada-avramov,Vlada Avramov,Jugoslawien (SFR),Serbia,4/5/1979,Goalkeeper,Goalkeeper,Right,187,,450000,https://www.transfermarkt.co.uk/vlada-avramov/profil/spieler/22185
34160,2014,1162,jean-jacques-pierre,Jean Jacques Pierre,Haiti,Haiti,1/23/1981,Defender,Centre-Back,Right,180,,2250000,https://www.transfermarkt.co.uk/jean-jacques-pierre/profil/spieler/34160
291278,2014,800,davide-merelli,Davide Merelli,Italy,Italy,3/4/1996,Goalkeeper,Goalkeeper,Left,188,45000,180000,https://www.transfermarkt.co.uk/davide-merelli/profil/spieler/291278
265207,2014,403,maxim-deckers,Maxim Deckers,Belgium,Belgium,1/24/1994,Midfield,Left Midfield,Left,180,,68000,https://www.transfermarkt.co.uk/maxim-deckers/profil/spieler/265207
282073,2014,403,renan-zanelli,Renan Zanelli,Brazil,Brazil,5/18/1992,Midfield,Central Midfield,,180,180000,180000,https://www.transfermarkt.co.uk/renan-zanelli/profil/spieler/282073
2334,2014,44,marcel-ndjeng,Marcel Ndjeng,Germany,Cameroon,5/6/1982,Midfield,Right Midfield,Right,180,,1350000,https://www.transfermarkt.co.uk/marcel-ndjeng/profil/spieler/2334
123140,2014,403,niek-vossebelt,Niek Vossebelt,Netherlands,Netherlands,8/8/1991,Midfield,Central Midfield,Right,185,270000,360000,https://www.transfermarkt.co.uk/niek-vossebelt/profil/spieler/123140
193882,2014,2999,jaison-mcgrath,Jaison Mcgrath,,Scotland,2/8/1996,Attack,Centre-Forward,,0,,23000,https://www.transfermarkt.co.uk/jaison-mcgrath/profil/spieler/193882
152517,2014,403,ricardo-ippel,Ricardo Ippel,Netherlands,Netherlands,8/31/1990,Midfield,Central Midfield,Right,178,180000,315000,https://www.transfermarkt.co.uk/ricardo-ippel/profil/spieler/152517
4415,2014,403,tim-cornelisse,Tim Cornelisse,Netherlands,Netherlands,4/3/1978,Defender,Right-Back,Right,185,,1580000,https://www.transfermarkt.co.uk/tim-cornelisse/profil/spieler/4415
288563,2014,1429,alberto-iglio,Alberto Iglio,Italy,Italy,4/20/1996,Goalkeeper,Goalkeeper,Left,186,,68000,https://www.transfermarkt.co.uk/alberto-iglio/profil/spieler/288563
58813,2014,2999,mickael-antoine-curier,Mickael Antoine Curier,France,Guadeloupe,5/3/1983,Attack,Centre-Forward,Right,189,,675000,https://www.transfermarkt.co.uk/mickael-antoine-curier/profil/spieler/58813
98063,2014,2999,jon-routledge,Jon Routledge,England,England,11/23/1989,Midfield,Central Midfield,Right,181,90000,180000,https://www.transfermarkt.co.uk/jon-routledge/profil/spieler/98063
12807,2014,2999,jason-scotland,Jason Scotland,Trinidad and Tobago,Trinidad and Tobago,2/18/1979,Attack,Centre-Forward,,175,,1800000,https://www.transfermarkt.co.uk/jason-scotland/profil/spieler/12807
193585,2014,2999,nicolas-sumsky,Nicolas Sumsky,,Czech Republic,11/13/1993,0,midfield,,169,180000,360000,https://www.transfermarkt.co.uk/nicolas-sumsky/profil/spieler/193585
40027,2014,5818,ruben-nygaard,Ruben Nygaard,,Denmark,5/25/1986,Attack,Right Winger,Right,175,,180000,https://www.transfermarkt.co.uk/ruben-nygaard/profil/spieler/40027
31090,2014,2999,alex-neil,Alex Neil,Scotland,Scotland,6/9/1981,Midfield,Defensive Midfield,Right,176,,450000,https://www.transfermarkt.co.uk/alex-neil/profil/spieler/31090
62065,2014,5818,dennis-hoegh,Dennis Hoegh,Denmark,Denmark,2/21/1989,Midfield,Attacking Midfield,Right,184,,225000,https://www.transfermarkt.co.uk/dennis-hoegh/profil/spieler/62065
141344,2014,2999,lee-lynch,Lee Lynch,Ireland,Ireland,11/27/1991,Midfield,Attacking Midfield,Right,179,158000,158000,https://www.transfermarkt.co.uk/lee-lynch/profil/spieler/141344
193076,2014,2999,blair-currie,Blair Currie,Scotland,Scotland,5/25/1993,Goalkeeper,Goalkeeper,Left,185,,23000,https://www.transfermarkt.co.uk/blair-currie/profil/spieler/193076
279614,2014,2999,aldin-el-zubaidi,Aldin El Zubaidi,Iraq,Iraq,3/7/1995,Defender,Centre-Back,Right,193,,23000,https://www.transfermarkt.co.uk/aldin-el-zubaidi/profil/spieler/279614
202836,2014,24,yaffa-yusupha,Yaffa Yusupha,The Gambia,The Gambia,12/31/1996,Attack,Centre-Forward,Left,183,,90000,https://www.transfermarkt.co.uk/yaffa-yusupha/profil/spieler/202836
2050,2014,24,nelson-valdez,Nelson Valdez,Paraguay,Paraguay,11/28/1983,Attack,Centre-Forward,Right,179,,4500000,https://www.transfermarkt.co.uk/nelson-valdez/profil/spieler/2050
40028,2014,5818,martin-pedersen,Martin Pedersen,,Denmark,3/26/1986,Goalkeeper,Goalkeeper,Right,187,,68000,https://www.transfermarkt.co.uk/martin-pedersen/profil/spieler/40028
148358,2014,5818,oliver-korch,Oliver Korch,,Denmark,6/18/1994,Goalkeeper,Goalkeeper,,188,45000,135000,https://www.transfermarkt.co.uk/oliver-korch/profil/spieler/148358
103110,2014,5818,frederik-hammershoj,Frederik Hammershoj,,Denmark,6/15/1987,Midfield,Central Midfield,Left,0,,135000,https://www.transfermarkt.co.uk/frederik-hammershoj/profil/spieler/103110
50765,2014,3216,mahmut-temur,Mahmut Temur,Germany,Turkey,10/8/1989,Midfield,Attacking Midfield,Both,178,,315000,https://www.transfermarkt.co.uk/mahmut-temur/profil/spieler/50765
40436,2014,403,ben-sahar,Ben Sahar,Israel,Israel,8/10/1989,Attack,Centre-Forward,Right,180,270000,1580000,https://www.transfermarkt.co.uk/ben-sahar/profil/spieler/40436
73569,2014,3216,cem-sultan,Cem Sultan,Turkey,Turkey,2/27/1991,Attack,Centre-Forward,Left,180,,225000,https://www.transfermarkt.co.uk/cem-sultan/profil/spieler/73569
164389,2014,2288,rory-donnelly,Rory Donnelly,Northern Ireland,Northern Ireland,2/18/1992,Attack,Centre-Forward,Right,188,113000,225000,https://www.transfermarkt.co.uk/rory-donnelly/profil/spieler/164389
3942,2014,24,martin-lanig,Martin Lanig,Germany,Germany,7/11/1984,Midfield,Defensive Midfield,,0,,3150000,https://www.transfermarkt.co.uk/martin-lanig/profil/spieler/3942
48897,2014,1177,ade-runsewe,Ade Runsewe,,Nigeria,12/1/1989,Attack,Right Winger,Right,176,,315000,https://www.transfermarkt.co.uk/ade-runsewe/profil/spieler/48897
14962,2014,1177,jesper-bech,Jesper Bech,,Denmark,5/25/1982,Midfield,Central Midfield,Left,177,,1130000,https://www.transfermarkt.co.uk/jesper-bech/profil/spieler/14962
49385,2014,3216,adem-guven,Adem Guven,Turkey,Norway,10/11/1985,Attack,Centre-Forward,Right,184,45000,450000,https://www.transfermarkt.co.uk/adem-guven/profil/spieler/49385
47769,2014,1177,bjarni-vidarsson,Bjarni Vidarsson,Iceland,Iceland,3/5/1988,Midfield,Central Midfield,Both,187,,900000,https://www.transfermarkt.co.uk/bjarni-vidarsson/profil/spieler/47769
197830,2014,2288,josh-sheehan,Josh Sheehan,Wales,Wales,3/30/1995,Midfield,Central Midfield,Right,184,180000,180000,https://www.transfermarkt.co.uk/josh-sheehan/profil/spieler/197830
95753,2014,1177,nicolaj-kohlert,Nicolaj Kohlert,,Denmark,1/21/1993,Midfield,Central Midfield,Both,182,,225000,https://www.transfermarkt.co.uk/nicolaj-kohlert/profil/spieler/95753
119256,2014,403,charlton-vicento,Charlton Vicento,Netherlands,Curacao,1/19/1991,Attack,Left Winger,Left,181,,765000,https://www.transfermarkt.co.uk/charlton-vicento/profil/spieler/119256
368618,2014,1177,emil-sogaard,Emil Sogaard,,Denmark,11/30/1996,Defender,Right-Back,,0,225000,225000,https://www.transfermarkt.co.uk/emil-sogaard/profil/spieler/368618
260160,2014,1177,ari-mohr-jonsson,Ari Mohr Jonsson,Faroe Islands,Faroe Islands,7/22/1994,Defender,Left-Back,Right,183,90000,135000,https://www.transfermarkt.co.uk/ari-mohr-jonsson/profil/spieler/260160
195064,2014,27,lucas-scholl,Lucas Scholl,Germany,Germany,7/5/1996,Midfield,Central Midfield,Right,180,90000,158000,https://www.transfermarkt.co.uk/lucas-scholl/profil/spieler/195064
598,2014,24,timo-hildebrand,Timo Hildebrand,Germany,Germany,4/5/1979,Goalkeeper,Goalkeeper,,0,,9000000,https://www.transfermarkt.co.uk/timo-hildebrand/profil/spieler/598
345068,2014,3216,abdullah-karakoc,Abdullah Karakoc,Germany,,,Defender,Centre-Back,,0,,90000,https://www.transfermarkt.co.uk/abdullah-karakoc/profil/spieler/345068
29356,2014,2288,dwight-tiendalli,Dwight Tiendalli,Suriname,Netherlands,10/21/1985,Defender,Right-Back,Right,176,,2250000,https://www.transfermarkt.co.uk/dwight-tiendalli/profil/spieler/29356
22495,2014,1177,jesper-mikkelsen,Jesper Mikkelsen,,Denmark,6/26/1980,Defender,Centre-Back,Left,181,,360000,https://www.transfermarkt.co.uk/jesper-mikkelsen/profil/spieler/22495
54921,2014,1429,massimo-volta,Massimo Volta,Italy,Italy,5/14/1987,Defender,Centre-Back,Right,184,158000,1620000,https://www.transfermarkt.co.uk/massimo-volta/profil/spieler/54921
46004,2014,1177,thorbjorn-holst-rasmussen,Thorbjorn Holst Rasmussen,,Denmark,3/21/1987,Defender,Centre-Back,Left,187,,630000,https://www.transfermarkt.co.uk/thorbjorn-holst-rasmussen/profil/spieler/46004
58749,2014,3216,serkan-yanik,Serkan Yanik,France,Turkey,4/2/1987,Defender,Centre-Back,Right,176,,450000,https://www.transfermarkt.co.uk/serkan-yanik/profil/spieler/58749
48858,2014,1177,sune-kiilerich,Sune Kiilerich,Denmark,Denmark,12/18/1990,Defender,Centre-Back,Right,198,45000,270000,https://www.transfermarkt.co.uk/sune-kiilerich/profil/spieler/48858
93764,2014,826,malick-seck,Malick Seck,Senegal,Senegal,2/9/1990,Attack,Centre-Forward,Right,184,,90000,https://www.transfermarkt.co.uk/malick-seck/profil/spieler/93764
53399,2014,826,adamo-coulibaly,Adamo Coulibaly,France,France,8/14/1981,Attack,Centre-Forward,Right,187,,675000,https://www.transfermarkt.co.uk/adamo-coulibaly/profil/spieler/53399
37852,2014,826,deme-ndiaye,Deme Ndiaye,Senegal,Senegal,2/6/1985,Attack,Left Winger,Right,185,,900000,https://www.transfermarkt.co.uk/deme-ndiaye/profil/spieler/37852
45259,2014,826,alharbi-el-jadeyaoui,Alharbi El Jadeyaoui,France,Morocco,8/8/1986,Attack,Left Winger,Right,177,,900000,https://www.transfermarkt.co.uk/alharbi-el-jadeyaoui/profil/spieler/45259
173584,2014,2288,raheem-hanley,Raheem Hanley,England,St. Kitts & Nevis,2/24/1994,Defender,Left-Back,Left,175,68000,68000,https://www.transfermarkt.co.uk/raheem-hanley/profil/spieler/173584
241109,2014,826,aristote-madiani,Aristote Madiani,France,France,8/22/1995,Attack,Right Winger,Left,185,270000,360000,https://www.transfermarkt.co.uk/aristote-madiani/profil/spieler/241109
15125,2014,1177,kasper-jensen,Kasper Jensen,Denmark,Denmark,10/7/1982,Goalkeeper,Goalkeeper,,0,,405000,https://www.transfermarkt.co.uk/kasper-jensen/profil/spieler/15125
2767,2014,24,alexander-madlung,Alexander Madlung,Germany,Germany,7/11/1982,Defender,Centre-Back,,0,,4050000,https://www.transfermarkt.co.uk/alexander-madlung/profil/spieler/2767
108198,2014,42,sebastian-ernst,Sebastian Ernst,Germany,Germany,3/4/1995,Midfield,Attacking Midfield,Left,179,1080000,1350000,https://www.transfermarkt.co.uk/sebastian-ernst/profil/spieler/108198
7337,2014,2288,alan-tate,Alan Tate,England,England,9/2/1982,Defender,Centre-Back,Right,185,,900000,https://www.transfermarkt.co.uk/alan-tate/profil/spieler/7337
170963,2014,826,patrick-fradj,Patrick Fradj,France,France,3/11/1992,Defender,Right-Back,Right,179,,225000,https://www.transfermarkt.co.uk/patrick-fradj/profil/spieler/170963
332142,2014,826,quentin-lecoeuche,Quentin Lecoeuche,France,France,2/4/1994,Defender,Left-Back,Left,172,540000,630000,https://www.transfermarkt.co.uk/quentin-lecoeuche/profil/spieler/332142
5639,2014,1162,jose-saez,Jose Saez,Belgium,France,5/7/1982,Midfield,Central Midfield,Right,170,,2480000,https://www.transfermarkt.co.uk/jose-saez/profil/spieler/5639
258689,2014,3729,valeriy-alshanskiy,Valeriy Alshanskiy,Russia,Russia,6/20/1995,Attack,Centre-Forward,Right,181,135000,248000,https://www.transfermarkt.co.uk/valeriy-alshanskiy/profil/spieler/258689
55692,2014,3729,leonid-boev,Leonid Boev,UdSSR,Russia,1/19/1986,Attack,Centre-Forward,Right,183,,225000,https://www.transfermarkt.co.uk/leonid-boev/profil/spieler/55692
277506,2014,3729,rinat-timokhin,Rinat Timokhin,UdSSR,Russia,2/28/1988,Attack,Centre-Forward,Right,182,,135000,https://www.transfermarkt.co.uk/rinat-timokhin/profil/spieler/277506
77745,2014,826,lalaina-nomenjanahary,Lalaina Nomenjanahary,Madagascar,Madagascar,1/6/1986,Midfield,Right Midfield,Left,177,225000,720000,https://www.transfermarkt.co.uk/lalaina-nomenjanahary/profil/spieler/77745
89812,2014,3729,maksim-votinov,Maksim Votinov,UdSSR,Russia,8/29/1988,Attack,Centre-Forward,Left,191,180000,585000,https://www.transfermarkt.co.uk/maksim-votinov/profil/spieler/89812
155379,2014,42,yannik-schulze,Yannik Schulze,Germany,Germany,2/5/1995,Midfield,Defensive Midfield,Right,186,45000,90000,https://www.transfermarkt.co.uk/yannik-schulze/profil/spieler/155379
155377,2014,42,fabian-pietler,Fabian Pietler,Germany,Germany,1/7/1994,Midfield,Defensive Midfield,Right,176,,90000,https://www.transfermarkt.co.uk/fabian-pietler/profil/spieler/155377
2805,2014,42,christian-pander,Christian Pander,Germany,Germany,8/28/1983,Defender,Left-Back,,0,,5850000,https://www.transfermarkt.co.uk/christian-pander/profil/spieler/2805
182962,2014,826,boubacar-sylla,Boubacar Sylla,Mali,Mali,4/17/1991,Defender,Left-Back,Left,177,,135000,https://www.transfermarkt.co.uk/boubacar-sylla/profil/spieler/182962
322351,2014,826,abdoul-ba,Abdoul Ba,Senegal,Mauritania,2/8/1994,Defender,Centre-Back,Left,202,180000,540000,https://www.transfermarkt.co.uk/abdoul-ba/profil/spieler/322351
33447,2014,826,ahmed-kantari,Ahmed Kantari,France,Morocco,6/28/1985,Defender,Centre-Back,Left,185,,2250000,https://www.transfermarkt.co.uk/ahmed-kantari/profil/spieler/33447
89648,2014,2288,david-cornell,David Cornell,Wales,Wales,3/28/1991,Goalkeeper,Goalkeeper,Right,186,270000,450000,https://www.transfermarkt.co.uk/david-cornell/profil/spieler/89648
111527,2014,1162,mathieu-duhamel,Mathieu Duhamel,France,France,7/12/1984,Attack,Centre-Forward,Right,183,,1800000,https://www.transfermarkt.co.uk/mathieu-duhamel/profil/spieler/111527
52475,2014,3729,artur-maloyan,Artur Maloyan,UdSSR,Russia,2/4/1989,Attack,Centre-Forward,Right,178,90000,540000,https://www.transfermarkt.co.uk/artur-maloyan/profil/spieler/52475
282382,2014,3729,roman-salimov,Roman Salimov,Ukraine,Russia,3/24/1995,Attack,Right Winger,Right,171,113000,180000,https://www.transfermarkt.co.uk/roman-salimov/profil/spieler/282382
123300,2014,826,samuel-atrous,Samuel Atrous,France,France,2/15/1990,Goalkeeper,Goalkeeper,Right,190,,225000,https://www.transfermarkt.co.uk/samuel-atrous/profil/spieler/123300
60191,2014,3729,maksim-lepskiy,Maksim Lepskiy,UdSSR,Russia,12/7/1985,Attack,Right Winger,Left,176,,270000,https://www.transfermarkt.co.uk/maksim-lepskiy/profil/spieler/60191
39198,2014,42,didier-ya-konan,Didier Ya Konan,Cote d'Ivoire,Cote d'Ivoire,5/22/1984,Attack,Centre-Forward,,0,,8100000,https://www.transfermarkt.co.uk/didier-ya-konan/profil/spieler/39198
288239,2014,826,paulo-pinho,Paulo Pinho,France,Portugal,2/11/1997,Goalkeeper,Goalkeeper,,184,,,https://www.transfermarkt.co.uk/paulo-pinho/profil/spieler/288239
58415,2014,3729,sergey-maslov,Sergey Maslov,UdSSR,Russia,9/3/1990,Attack,Right Winger,Right,177,,540000,https://www.transfermarkt.co.uk/sergey-maslov/profil/spieler/58415
180020,2014,3729,pavel-sergeev,Pavel Sergeev,Russia,Russia,6/20/1993,Midfield,Attacking Midfield,Right,175,,158000,https://www.transfermarkt.co.uk/pavel-sergeev/profil/spieler/180020
117847,2014,3729,sergey-ignatjev,Sergey Ignatjev,UdSSR,Russia,12/9/1986,Midfield,Left Midfield,Left,180,,450000,https://www.transfermarkt.co.uk/sergey-ignatjev/profil/spieler/117847
3114,2014,42,jan-schlaudraff,Jan Schlaudraff,Germany,Germany,7/18/1983,Attack,Second Striker,Right,180,,4050000,https://www.transfermarkt.co.uk/jan-schlaudraff/profil/spieler/3114
5966,2014,42,marius-stankevicius,Marius Stankevicius,UdSSR,Lithuania,7/15/1981,Defender,Centre-Back,Right,190,,2700000,https://www.transfermarkt.co.uk/marius-stankevicius/profil/spieler/5966
