player_id,last_season,current_club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp,url
35554,2014,3327,ustaritz,Ustaritz,Spain,Spain,2/16/1983,Defender,Centre-Back,Right,183,,2160000,https://www.transfermarkt.co.uk/ustaritz/profil/spieler/35554
58957,2014,3327,bura,Bura,Portugal,Portugal,12/17/1988,Defender,Centre-Back,Right,191,90000,540000,https://www.transfermarkt.co.uk/bura/profil/spieler/58957
129256,2014,3327,tiago-rocha,Tiago Rocha,Portugal,Portugal,9/4/1990,Goalkeeper,Goalkeeper,Right,181,,180000,https://www.transfermarkt.co.uk/tiago-rocha/profil/spieler/129256
122702,2014,3327,michel,Michel,Brazil,Brazil,8/22/1986,Attack,Centre-Forward,Left,182,,2700000,https://www.transfermarkt.co.uk/michel/profil/spieler/122702
276435,2014,29228,florentin-van-roy,Florentin Van Roy,Belgium,Belgium,5/2/1995,Attack,Centre-Forward,Right,179,,45000,https://www.transfermarkt.co.uk/florentin-van-roy/profil/spieler/276435
14280,2014,3327,julio-coelho,Julio Coelho,Portugal,Portugal,7/18/1984,Goalkeeper,Goalkeeper,Right,178,23000,720000,https://www.transfermarkt.co.uk/julio-coelho/profil/spieler/14280
90145,2014,29228,anthony-senni,Anthony Senni,,Belgium,11/26/1987,Midfield,Left Midfield,,173,,,https://www.transfermarkt.co.uk/anthony-senni/profil/spieler/90145
62705,2014,29228,yohan-brouckaert,Yohan Brouckaert,Belgium,Belgium,10/30/1987,Midfield,Right Midfield,Right,177,,540000,https://www.transfermarkt.co.uk/yohan-brouckaert/profil/spieler/62705
98339,2014,29228,nicolas-perez,Nicolas Perez,France,France,10/26/1990,Attack,Centre-Forward,Right,180,158000,225000,https://www.transfermarkt.co.uk/nicolas-perez/profil/spieler/98339
203522,2014,29228,sebastien-pennacchio,Sebastien Pennacchio,France,France,2/1/1983,Midfield,Defensive Midfield,Right,171,,270000,https://www.transfermarkt.co.uk/sebastien-pennacchio/profil/spieler/203522
90602,2014,29228,saverio-vitelli,Saverio Vitelli,,Italy,4/23/1983,0,midfield,,0,,,https://www.transfermarkt.co.uk/saverio-vitelli/profil/spieler/90602
292813,2014,415,sami-larabi,Sami Larabi,France,France,4/13/1996,Defender,Centre-Back,Right,184,,,https://www.transfermarkt.co.uk/sami-larabi/profil/spieler/292813
186593,2014,29228,kevin-boli,Kevin Boli,France,Cote d'Ivoire,6/21/1991,Defender,Centre-Back,Right,186,540000,1350000,https://www.transfermarkt.co.uk/kevin-boli/profil/spieler/186593
90600,2014,29228,josselin-thibaut,Josselin Thibaut,,Belgium,5/26/1985,0,Defender,,0,,,https://www.transfermarkt.co.uk/josselin-thibaut/profil/spieler/90600
90593,2014,29228,cedric-meurisse,Cedric Meurisse,,Belgium,1/25/1984,0,Defender,,0,,,https://www.transfermarkt.co.uk/cedric-meurisse/profil/spieler/90593
90596,2014,29228,heidi-oudina,Heidi Oudina,,France,9/10/1986,0,midfield,,0,,,https://www.transfermarkt.co.uk/heidi-oudina/profil/spieler/90596
90591,2014,29228,vincent-martin,Vincent Martin,,Belgium,4/29/1980,0,Defender,,0,,,https://www.transfermarkt.co.uk/vincent-martin/profil/spieler/90591
90587,2014,29228,jerome-leblois,Jerome Leblois,,Belgium,12/9/1974,0,Defender,,0,,,https://www.transfermarkt.co.uk/jerome-leblois/profil/spieler/90587
52214,2014,3327,joao-martins,Joao Martins,Portugal,Portugal,6/30/1988,Midfield,Attacking Midfield,Right,176,,630000,https://www.transfermarkt.co.uk/joao-martins/profil/spieler/52214
372300,2014,29228,quentin-deboschere,Quentin Deboschere,,Belgium,10/30/1996,Goalkeeper,Goalkeeper,,0,,,https://www.transfermarkt.co.uk/quentin-deboschere/profil/spieler/372300
110720,2014,29228,sven-dhoest,Sven Dhoest,Belgium,Belgium,4/9/1994,Goalkeeper,Goalkeeper,Right,186,,180000,https://www.transfermarkt.co.uk/sven-dhoest/profil/spieler/110720
90604,2014,29228,patrick-de-vlamynck,Patrick De Vlamynck,Belgium,Belgium,10/1/1977,Goalkeeper,Goalkeeper,Right,186,,90000,https://www.transfermarkt.co.uk/patrick-de-vlamynck/profil/spieler/90604
349499,2014,29228,melvin-adrien,Melvin Adrien,Réunion,Madagascar,8/30/1993,Goalkeeper,Goalkeeper,,183,68000,68000,https://www.transfermarkt.co.uk/melvin-adrien/profil/spieler/349499
300138,2014,16704,aleksandr-ageev,Aleksandr Ageev,Russia,Russia,5/22/1996,Midfield,Attacking Midfield,Right,165,225000,315000,https://www.transfermarkt.co.uk/aleksandr-ageev/profil/spieler/300138
300159,2014,16704,dmitri-novak,Dmitri Novak,Russia,Russia,2/25/1996,Defender,Right-Back,Left,176,113000,135000,https://www.transfermarkt.co.uk/dmitri-novak/profil/spieler/300159
22440,2014,3327,joao-pedro,Joao Pedro,Portugal,Portugal,8/15/1980,Defender,Left-Back,Left,174,,540000,https://www.transfermarkt.co.uk/joao-pedro/profil/spieler/22440
232495,2014,16704,aleksandr-marchenko,Aleksandr Marchenko,Russia,Russia,2/3/1996,Defender,Centre-Back,Right,186,135000,225000,https://www.transfermarkt.co.uk/aleksandr-marchenko/profil/spieler/232495
300158,2014,16704,evgeniy-nesterenko,Evgeniy Nesterenko,Russia,Russia,6/18/1996,Defender,Centre-Back,Right,186,45000,135000,https://www.transfermarkt.co.uk/evgeniy-nesterenko/profil/spieler/300158
287931,2014,16704,vsevolod-ermakov,Vsevolod Ermakov,Russia,Russia,1/6/1996,Goalkeeper,Goalkeeper,Right,186,225000,225000,https://www.transfermarkt.co.uk/vsevolod-ermakov/profil/spieler/287931
111043,2014,29228,pierrick-cros,Pierrick Cros,France,France,6/23/1991,Goalkeeper,Goalkeeper,Right,185,,1580000,https://www.transfermarkt.co.uk/pierrick-cros/profil/spieler/111043
15817,2014,601,patrick-deman,Patrick Deman,Belgium,Belgium,7/31/1968,Goalkeeper,Goalkeeper,,184,,,https://www.transfermarkt.co.uk/patrick-deman/profil/spieler/15817
24118,2014,16704,ruslan-adzhindzhal,Ruslan Adzhindzhal,UdSSR,Russia,6/22/1974,Midfield,Central Midfield,Right,168,,585000,https://www.transfermarkt.co.uk/ruslan-adzhindzhal/profil/spieler/24118
298565,2014,16704,maksim-starkov,Maksim Starkov,Russia,Russia,4/25/1996,Defender,Right-Back,Right,184,68000,180000,https://www.transfermarkt.co.uk/maksim-starkov/profil/spieler/298565
358733,2014,1301,cristian-alex,Cristian Alex,Brazil,Brazil,12/1/1993,Attack,Centre-Forward,Left,188,,90000,https://www.transfermarkt.co.uk/cristian-alex/profil/spieler/358733
271371,2014,1301,ebinho,Ebinho,Brazil,Brazil,1/18/1988,Attack,Centre-Forward,Right,178,,270000,https://www.transfermarkt.co.uk/ebinho/profil/spieler/271371
552445,2014,2425,bruno-sousa,Bruno Sousa,Portugal,Portugal,3/12/1996,Midfield,Attacking Midfield,Right,177,,,https://www.transfermarkt.co.uk/bruno-sousa/profil/spieler/552445
28987,2014,29228,roy-contout,Roy Contout,French Guiana,French Guiana,2/11/1985,Attack,Right Winger,Right,175,,1980000,https://www.transfermarkt.co.uk/roy-contout/profil/spieler/28987
324182,2014,14171,zakariya-abarouai,Zakariya Abarouai,France,Morocco,3/30/1994,Attack,Centre-Forward,Right,182,,135000,https://www.transfermarkt.co.uk/zakariya-abarouai/profil/spieler/324182
72767,2014,1075,sana-camara,Sana Camara,Guinea-Bissau,Guinea-Bissau,12/29/1991,Midfield,Central Midfield,Right,170,23000,270000,https://www.transfermarkt.co.uk/sana-camara/profil/spieler/72767
267556,2014,2503,shihao-wei,Shihao Wei,China,China,4/8/1995,Attack,Left Winger,Both,178,765000,900000,https://www.transfermarkt.co.uk/shihao-wei/profil/spieler/267556
54470,2014,294,lima,Lima,Brazil,Brazil,5/11/1983,Attack,Centre-Forward,Right,179,,10800000,https://www.transfermarkt.co.uk/lima/profil/spieler/54470
210711,2014,2503,julian-montenegro,Julian Montenegro,Argentina,Argentina,3/23/1989,Midfield,Left Midfield,Left,182,,450000,https://www.transfermarkt.co.uk/julian-montenegro/profil/spieler/210711
291986,2014,2503,miguel-cid,Miguel Cid,Portugal,Portugal,5/21/1992,Midfield,Defensive Midfield,Right,175,,135000,https://www.transfermarkt.co.uk/miguel-cid/profil/spieler/291986
126480,2014,2995,flavio-boaventura,Flavio Boaventura,Brazil,Brazil,7/12/1987,Defender,Centre-Back,Right,183,428000,630000,https://www.transfermarkt.co.uk/flavio-boaventura/profil/spieler/126480
345053,2014,2503,diogo-gouveia,Diogo Gouveia,Portugal,Portugal,1/25/1995,0,midfield,Right,177,,90000,https://www.transfermarkt.co.uk/diogo-gouveia/profil/spieler/345053
194603,2014,3327,aldair,Aldair,Portugal,Guinea-Bissau,1/31/1992,Attack,Left Winger,Left,170,270000,900000,https://www.transfermarkt.co.uk/aldair/profil/spieler/194603
171043,2014,2503,brayan-beckeles,Brayan Beckeles,Honduras,Honduras,11/28/1985,Defender,Right-Back,Right,182,180000,900000,https://www.transfermarkt.co.uk/brayan-beckeles/profil/spieler/171043
85766,2014,2503,joao-dias,Joao Dias,Portugal,Portugal,12/23/1986,Defender,Right-Back,Right,180,45000,630000,https://www.transfermarkt.co.uk/joao-dias/profil/spieler/85766
158402,2014,2503,bobo,Bobo,Brazil,Brazil,3/20/1982,Attack,Centre-Forward,Left,184,,270000,https://www.transfermarkt.co.uk/bobo/profil/spieler/158402
2453,2014,127,mahir-saglik,Mahir Saglik,Germany,Turkey,1/18/1983,Attack,Centre-Forward,Left,178,45000,1260000,https://www.transfermarkt.co.uk/mahir-saglik/profil/spieler/2453
179308,2014,336,diego-rubio,Diego Rubio,Chile,Chile,5/15/1993,Attack,Centre-Forward,Right,179,1800000,1800000,https://www.transfermarkt.co.uk/diego-rubio/profil/spieler/179308
35513,2014,1465,arthuro,Arthuro,Brazil,Brazil,8/27/1982,Attack,Centre-Forward,Left,193,,1260000,https://www.transfermarkt.co.uk/arthuro/profil/spieler/35513
169006,2014,336,simeon-slavchev,Simeon Slavchev,Bulgaria,Bulgaria,9/25/1993,Midfield,Defensive Midfield,Right,185,90000,1800000,https://www.transfermarkt.co.uk/simeon-slavchev/profil/spieler/169006
172623,2014,336,rami-rabia,Rami Rabia,Egypt,Egypt,5/20/1993,Defender,Centre-Back,Right,186,540000,1080000,https://www.transfermarkt.co.uk/rami-rabia/profil/spieler/172623
203532,2014,336,naby-sarr,Naby Sarr,France,Senegal,8/13/1993,Defender,Centre-Back,Left,196,1800000,2250000,https://www.transfermarkt.co.uk/naby-sarr/profil/spieler/203532
155469,2014,1465,bruno-lopes,Bruno Lopes,Brazil,Brazil,8/19/1986,Attack,Centre-Forward,Right,180,90000,900000,https://www.transfermarkt.co.uk/bruno-lopes/profil/spieler/155469
230937,2014,1465,fernandinho,Fernandinho,Brazil,China,3/16/1993,Attack,Right Winger,Left,174,1350000,2430000,https://www.transfermarkt.co.uk/fernandinho/profil/spieler/230937
34579,2014,127,srdjan-lakic,Srdjan Lakic,Jugoslawien (SFR),Croatia,10/2/1983,Attack,Centre-Forward,,0,,5400000,https://www.transfermarkt.co.uk/srdjan-lakic/profil/spieler/34579
32845,2014,127,moritz-stoppelkamp,Moritz Stoppelkamp,Germany,Germany,12/11/1986,Attack,Left Winger,Right,180,225000,2250000,https://www.transfermarkt.co.uk/moritz-stoppelkamp/profil/spieler/32845
51190,2014,127,marc-vucinovic,Marc Vucinovic,Germany,Germany,9/19/1988,0,attack,Right,178,,405000,https://www.transfermarkt.co.uk/marc-vucinovic/profil/spieler/51190
195781,2014,127,mirnes-pepic,Mirnes Pepic,Yugoslavia (Republic),Montenegro,12/19/1995,Midfield,Central Midfield,Right,178,180000,270000,https://www.transfermarkt.co.uk/mirnes-pepic/profil/spieler/195781
16743,2014,127,daniel-bruckner,Daniel Bruckner,DDR,Germany,2/14/1981,Defender,Left-Back,Left,183,,990000,https://www.transfermarkt.co.uk/daniel-bruckner/profil/spieler/16743
93571,2014,127,florian-hartherz,Florian Hartherz,Germany,Germany,5/29/1993,Defender,Left-Back,Left,187,540000,1130000,https://www.transfermarkt.co.uk/florian-hartherz/profil/spieler/93571
75680,2014,127,thomas-bertels,Thomas Bertels,Germany,Germany,11/5/1986,Defender,Left-Back,Left,193,,630000,https://www.transfermarkt.co.uk/thomas-bertels/profil/spieler/75680
244280,2014,127,tim-welker,Tim Welker,Germany,Germany,9/8/1993,Defender,Centre-Back,Right,188,,135000,https://www.transfermarkt.co.uk/tim-welker/profil/spieler/244280
54964,2014,127,patrick-ziegler,Patrick Ziegler,Germany,Germany,2/9/1990,Defender,Centre-Back,Right,187,225000,900000,https://www.transfermarkt.co.uk/patrick-ziegler/profil/spieler/54964
35640,2014,1465,javier-balboa,Javier Balboa,Spain,Equatorial Guinea,5/13/1985,Attack,Right Winger,Right,182,,3600000,https://www.transfermarkt.co.uk/javier-balboa/profil/spieler/35640
51069,2014,127,stefan-kutschke,Stefan Kutschke,DDR,Germany,11/3/1988,Attack,Centre-Forward,Right,194,315000,1080000,https://www.transfermarkt.co.uk/stefan-kutschke/profil/spieler/51069
2201,2014,127,lukas-kruse,Lukas Kruse,Germany,Germany,7/9/1983,Goalkeeper,Goalkeeper,Right,185,,900000,https://www.transfermarkt.co.uk/lukas-kruse/profil/spieler/2201
349947,2014,2503,luis-pimenta,Luis Pimenta,Portugal,Portugal,11/1/1996,Defender,Centre-Back,Right,180,,,https://www.transfermarkt.co.uk/luis-pimenta/profil/spieler/349947
143794,2014,2503,lucas-rocha,Lucas Rocha,Brazil,Brazil,7/14/1991,Defender,Centre-Back,Right,194,225000,315000,https://www.transfermarkt.co.uk/lucas-rocha/profil/spieler/143794
68560,2014,2503,daniel-monllor,Daniel Monllor,Argentina,Argentina,7/20/1984,Goalkeeper,Goalkeeper,Right,190,9000,315000,https://www.transfermarkt.co.uk/daniel-monllor/profil/spieler/68560
125315,2014,127,daniel-luck,Daniel Luck,Germany,Germany,5/18/1991,Goalkeeper,Goalkeeper,,0,,270000,https://www.transfermarkt.co.uk/daniel-luck/profil/spieler/125315
353214,2014,2424,ailton,Ailton,Cape Verde,Cape Verde,1/5/1996,Attack,Centre-Forward,,0,,,https://www.transfermarkt.co.uk/ailton/profil/spieler/353214
23270,2014,2424,diogo-valente,Diogo Valente,Portugal,Portugal,9/23/1984,Attack,Left Winger,Left,178,,2610000,https://www.transfermarkt.co.uk/diogo-valente/profil/spieler/23270
353213,2014,2424,platiny,Platiny,,Cape Verde,1/2/1994,Midfield,Attacking Midfield,Right,0,,45000,https://www.transfermarkt.co.uk/platiny/profil/spieler/353213
85774,2014,2424,caetano,Caetano,Portugal,Portugal,4/20/1991,Midfield,Attacking Midfield,Left,165,,1800000,https://www.transfermarkt.co.uk/caetano/profil/spieler/85774
9830,2014,2424,cesar-peixoto,Cesar Peixoto,Portugal,Portugal,5/12/1980,Midfield,Left Midfield,Left,182,,2250000,https://www.transfermarkt.co.uk/cesar-peixoto/profil/spieler/9830
353212,2014,2424,rui-batalha,Rui Batalha,Portugal,Portugal,6/29/1996,Midfield,Right Midfield,Right,169,,,https://www.transfermarkt.co.uk/rui-batalha/profil/spieler/353212
72834,2014,2424,leandro-pimenta,Leandro Pimenta,Portugal,Portugal,7/9/1990,Midfield,Central Midfield,Left,179,45000,900000,https://www.transfermarkt.co.uk/leandro-pimenta/profil/spieler/72834
127706,2014,2424,hossam-hassan,Hossam Hassan,Egypt,Egypt,4/30/1989,Midfield,Defensive Midfield,Both,172,23000,225000,https://www.transfermarkt.co.uk/hossam-hassan/profil/spieler/127706
13175,2014,2503,fary,Fary,Senegal,Senegal,12/24/1974,Attack,Centre-Forward,Right,180,,900000,https://www.transfermarkt.co.uk/fary/profil/spieler/13175
234787,2014,982,lucas-joao,Lucas Joao,Angola,Portugal,9/4/1993,Attack,Centre-Forward,Right,193,4950000,4950000,https://www.transfermarkt.co.uk/lucas-joao/profil/spieler/234787
119272,2014,982,mario-rondon,Mario Rondon,Venezuela,Venezuela,3/26/1986,Attack,Centre-Forward,Right,182,90000,2880000,https://www.transfermarkt.co.uk/mario-rondon/profil/spieler/119272
185237,2014,982,saleh-gomaa,Saleh Gomaa,Egypt,Egypt,8/1/1993,Midfield,Attacking Midfield,Right,175,180000,1350000,https://www.transfermarkt.co.uk/saleh-gomaa/profil/spieler/185237
272259,2014,982,sebastian-ayala,Sebastian Ayala,Colombia,Colombia,9/14/1995,Midfield,Defensive Midfield,Right,181,360000,720000,https://www.transfermarkt.co.uk/sebastian-ayala/profil/spieler/272259
163295,2014,982,ali-fathi,Ali Fathi,,Egypt,1/2/1992,Defender,Left-Back,Left,183,135000,315000,https://www.transfermarkt.co.uk/ali-fathi/profil/spieler/163295
173131,2014,982,mahmoud-ezzat,Mahmoud Ezzat,Egypt,Egypt,5/5/1992,Defender,Centre-Back,Right,189,180000,360000,https://www.transfermarkt.co.uk/mahmoud-ezzat/profil/spieler/173131
303265,2014,982,rony-santos,Rony Santos,Cape Verde,Cape Verde,1/10/1995,Defender,Centre-Back,Right,185,,90000,https://www.transfermarkt.co.uk/rony-santos/profil/spieler/303265
13964,2014,2503,pedro-costa,Pedro Costa,Portugal,Portugal,11/21/1981,Defender,Right-Back,Right,167,,720000,https://www.transfermarkt.co.uk/pedro-costa/profil/spieler/13964
337537,2014,2424,ricardinho,Ricardinho,Portugal,Portugal,3/24/1994,Defender,Right-Back,Right,179,630000,630000,https://www.transfermarkt.co.uk/ricardinho/profil/spieler/337537
337873,2014,2424,david-batista,David Batista,Brazil,Brazil,4/13/1989,Attack,Centre-Forward,Both,181,,180000,https://www.transfermarkt.co.uk/david-batista/profil/spieler/337873
20386,2014,2424,gladstone,Gladstone,Brazil,Brazil,1/29/1985,Defender,Centre-Back,Right,183,,3150000,https://www.transfermarkt.co.uk/gladstone/profil/spieler/20386
14274,2014,2424,cadu,Cadu,Portugal,Portugal,12/21/1981,Defender,Centre-Back,Right,182,,1980000,https://www.transfermarkt.co.uk/cadu/profil/spieler/14274
89584,2014,2424,manasse-enza-yamissi,Manasse Enza Yamissi,Central African Republic,Central African Republic,9/28/1989,Defender,Centre-Back,Left,190,225000,1260000,https://www.transfermarkt.co.uk/manasse-enza-yamissi/profil/spieler/89584
237678,2014,2424,pecks,Pecks,Cape Verde,Cape Verde,4/10/1989,Defender,Centre-Back,Right,194,,810000,https://www.transfermarkt.co.uk/pecks/profil/spieler/237678
340914,2014,2424,julio-neiva,Julio Neiva,Portugal,Portugal,3/28/1996,Goalkeeper,Goalkeeper,Right,192,,180000,https://www.transfermarkt.co.uk/julio-neiva/profil/spieler/340914
210088,2014,2424,gabriel,Gabriel,Brazil,Brazil,6/18/1988,Defender,Right-Back,Right,176,270000,900000,https://www.transfermarkt.co.uk/gabriel/profil/spieler/210088
311397,2014,2995,johane-nizeyimana,Johane Nizeyimana,Burundi,Burundi,5/10/1993,Attack,Centre-Forward,Left,179,,90000,https://www.transfermarkt.co.uk/johane-nizeyimana/profil/spieler/311397
24195,2014,2995,vasco-matos,Vasco Matos,Portugal,Portugal,10/10/1980,Attack,Right Winger,Right,175,,270000,https://www.transfermarkt.co.uk/vasco-matos/profil/spieler/24195
73427,2014,2424,caleb-patterson-sewell,Caleb Patterson Sewell,United States,United States,5/20/1987,Goalkeeper,Goalkeeper,Right,190,,360000,https://www.transfermarkt.co.uk/caleb-patterson-sewell/profil/spieler/73427
239053,2014,2995,jaime-poulson,Jaime Poulson,Portugal,Portugal,6/22/1989,Attack,Centre-Forward,Right,184,,270000,https://www.transfermarkt.co.uk/jaime-poulson/profil/spieler/239053
74621,2014,2995,jonathan-urretaviscaya,Jonathan Urretaviscaya,Uruguay,Uruguay,3/19/1990,Attack,Right Winger,Right,171,315000,3150000,https://www.transfermarkt.co.uk/jonathan-urretaviscaya/profil/spieler/74621
221799,2014,982,reginaldo,Reginaldo,Mozambique,Mozambique,6/4/1990,Attack,Centre-Forward,Right,182,158000,540000,https://www.transfermarkt.co.uk/reginaldo/profil/spieler/221799
51853,2014,2424,alphousseyni-keita,Alphousseyni Keita,Mali,Mali,11/13/1985,Midfield,Defensive Midfield,Left,181,,630000,https://www.transfermarkt.co.uk/alphousseyni-keita/profil/spieler/51853
13157,2014,2995,filipe-anunciacao,Filipe Anunciacao,Portugal,Portugal,5/27/1979,Midfield,Defensive Midfield,Right,179,,540000,https://www.transfermarkt.co.uk/filipe-anunciacao/profil/spieler/13157
138652,2014,2995,luis-sousa,Luis Sousa,Portugal,Portugal,7/22/1989,Defender,Left-Back,Left,170,,90000,https://www.transfermarkt.co.uk/luis-sousa/profil/spieler/138652
96731,2014,2995,nelson-pedroso,Nelson Pedroso,Portugal,Portugal,6/10/1985,Defender,Left-Back,Left,180,,900000,https://www.transfermarkt.co.uk/nelson-pedroso/profil/spieler/96731
36080,2014,294,miralem-sulejmani,Miralem Sulejmani,Jugoslawien (SFR),Serbia,12/5/1988,Midfield,Left Midfield,Left,179,360000,7650000,https://www.transfermarkt.co.uk/miralem-sulejmani/profil/spieler/36080
336701,2014,2995,valkenedy,Valkenedy,,Brazil,6/13/1993,Midfield,Defensive Midfield,Right,180,,90000,https://www.transfermarkt.co.uk/valkenedy/profil/spieler/336701
25101,2014,294,ruben-amorim,Ruben Amorim,Portugal,Portugal,1/27/1985,Midfield,Central Midfield,Right,178,,4950000,https://www.transfermarkt.co.uk/ruben-amorim/profil/spieler/25101
61760,2014,2995,diogo-rosado,Diogo Rosado,Portugal,Portugal,2/21/1990,Attack,Left Winger,Left,185,,900000,https://www.transfermarkt.co.uk/diogo-rosado/profil/spieler/61760
153022,2014,14171,nicolas-blandi,Nicolas Blandi,Argentina,Argentina,1/13/1990,Attack,Centre-Forward,Right,180,450000,5400000,https://www.transfermarkt.co.uk/nicolas-blandi/profil/spieler/153022
5698,2014,14171,cedric-barbosa,Cedric Barbosa,France,France,3/6/1976,Attack,Left Winger,Right,179,,2700000,https://www.transfermarkt.co.uk/cedric-barbosa/profil/spieler/5698
48740,2014,14171,milos-ninkovic,Milos Ninkovic,Jugoslawien (SFR),Serbia,12/25/1984,Attack,Left Winger,Right,180,405000,4950000,https://www.transfermarkt.co.uk/milos-ninkovic/profil/spieler/48740
5676,2014,14171,olivier-sorlin,Olivier Sorlin,France,France,4/9/1979,Midfield,Defensive Midfield,Right,182,,3600000,https://www.transfermarkt.co.uk/olivier-sorlin/profil/spieler/5676
194218,2014,14171,yeltsin-tejeda,Yeltsin Tejeda,Costa Rica,Costa Rica,3/17/1992,Midfield,Defensive Midfield,Right,179,270000,1350000,https://www.transfermarkt.co.uk/yeltsin-tejeda/profil/spieler/194218
353204,2014,14171,alioun-fall,Alioun Fall,France,France,12/20/1990,Defender,Right-Back,Right,170,180000,180000,https://www.transfermarkt.co.uk/alioun-fall/profil/spieler/353204
120091,2014,14171,kassim-abdallah,Kassim Abdallah,France,Comoros,4/9/1987,Defender,Right-Back,Right,185,135000,2250000,https://www.transfermarkt.co.uk/kassim-abdallah/profil/spieler/120091
324635,2014,14171,jordan-boy,Jordan Boy,France,France,3/20/1994,Defender,Centre-Back,Right,185,,135000,https://www.transfermarkt.co.uk/jordan-boy/profil/spieler/324635
57510,2014,14171,aldo-angoula,Aldo Angoula,France,France,5/4/1981,Defender,Centre-Back,Left,189,,900000,https://www.transfermarkt.co.uk/aldo-angoula/profil/spieler/57510
5286,2014,14171,gael-givet,Gael Givet,France,France,10/9/1981,Defender,Centre-Back,Left,183,,6750000,https://www.transfermarkt.co.uk/gael-givet/profil/spieler/5286
111283,2014,14171,cedric-cambon,Cedric Cambon,France,France,9/20/1986,Defender,Centre-Back,Right,184,,1350000,https://www.transfermarkt.co.uk/cedric-cambon/profil/spieler/111283
122844,2014,1075,victor-golas,Victor Golas,Brazil,Brazil,12/27/1990,Goalkeeper,Goalkeeper,Right,193,90000,675000,https://www.transfermarkt.co.uk/victor-golas/profil/spieler/122844
73321,2014,2425,jony-niguez,Jony Niguez,Spain,Spain,4/2/1985,Midfield,Central Midfield,Right,184,45000,630000,https://www.transfermarkt.co.uk/jony-niguez/profil/spieler/73321
86826,2014,2425,julio-alves,Julio Alves,Portugal,Portugal,6/29/1991,Midfield,Central Midfield,Right,178,,1800000,https://www.transfermarkt.co.uk/julio-alves/profil/spieler/86826
139352,2014,2425,gus-ledes,Gus Ledes,Portugal,Portugal,9/28/1992,Midfield,Central Midfield,Left,173,450000,1350000,https://www.transfermarkt.co.uk/gus-ledes/profil/spieler/139352
149532,2014,2424,marwan-mohsen,Marwan Mohsen,Egypt,Egypt,2/26/1989,Attack,Centre-Forward,Right,187,450000,900000,https://www.transfermarkt.co.uk/marwan-mohsen/profil/spieler/149532
353840,2014,2425,joao-cunha,Joao Cunha,Portugal,Portugal,2/4/1996,Defender,Centre-Back,Right,183,225000,248000,https://www.transfermarkt.co.uk/joao-cunha/profil/spieler/353840
41523,2014,127,nico-burchert,Nico Burchert,Germany,Germany,6/24/1987,Goalkeeper,Goalkeeper,Left,192,,90000,https://www.transfermarkt.co.uk/nico-burchert/profil/spieler/41523
237663,2014,1301,kukula,Kukula,Cape Verde,Cape Verde,1/22/1993,Attack,Centre-Forward,Right,175,203000,720000,https://www.transfermarkt.co.uk/kukula/profil/spieler/237663
198619,2014,14171,nadjib-baouia,Nadjib Baouia,Algeria,Algeria,2/25/1992,Attack,Right Winger,Right,165,225000,225000,https://www.transfermarkt.co.uk/nadjib-baouia/profil/spieler/198619
141224,2014,1301,mohamed-ibrahim,Mohamed Ibrahim,Egypt,Egypt,3/1/1992,Midfield,Attacking Midfield,Right,178,315000,540000,https://www.transfermarkt.co.uk/mohamed-ibrahim/profil/spieler/141224
74444,2014,1301,felix-micolta,Felix Micolta,Colombia,Colombia,11/30/1989,0,attack,Right,179,180000,720000,https://www.transfermarkt.co.uk/felix-micolta/profil/spieler/74444
79089,2014,1301,theo-weeks,Theo Weeks,Liberia,Liberia,1/19/1990,Midfield,Attacking Midfield,Right,173,,1080000,https://www.transfermarkt.co.uk/theo-weeks/profil/spieler/79089
305946,2014,1075,jose-gomes,Jose Gomes,Portugal,Portugal,7/20/1996,Defender,Left-Back,Left,185,180000,405000,https://www.transfermarkt.co.uk/jose-gomes/profil/spieler/305946
14128,2014,1301,luis-olim,Luis Olim,Portugal,Portugal,8/27/1981,Defender,Left-Back,Left,178,,450000,https://www.transfermarkt.co.uk/luis-olim/profil/spieler/14128
84902,2014,1301,kaj-ramsteijn,Kaj Ramsteijn,Netherlands,Netherlands,1/17/1990,Defender,Centre-Back,Right,187,,540000,https://www.transfermarkt.co.uk/kaj-ramsteijn/profil/spieler/84902
98356,2014,14171,johann-durand,Johann Durand,France,France,6/17/1981,Goalkeeper,Goalkeeper,Right,182,,360000,https://www.transfermarkt.co.uk/johann-durand/profil/spieler/98356
353839,2014,2425,oscar-barros,Oscar Barros,Portugal,Portugal,6/16/1997,Defender,Right-Back,Right,0,23000,23000,https://www.transfermarkt.co.uk/oscar-barros/profil/spieler/353839
21354,2014,2503,marek-cech,Marek Cech,CSSR,Slovakia,1/26/1983,Defender,Left-Back,Left,183,,6300000,https://www.transfermarkt.co.uk/marek-cech/profil/spieler/21354
129124,2014,1085,giovani,Giovani,Brazil,Brazil,1/7/1992,Attack,Centre-Forward,Right,188,,360000,https://www.transfermarkt.co.uk/giovani/profil/spieler/129124
138141,2014,1085,diego-mauricio,Diego Mauricio,Brazil,Brazil,6/25/1991,Attack,Centre-Forward,Right,183,383000,3600000,https://www.transfermarkt.co.uk/diego-mauricio/profil/spieler/138141
20623,2014,2425,pape-sow,Pape Sow,Senegal,Senegal,12/2/1985,Defender,Centre-Back,Right,181,,1170000,https://www.transfermarkt.co.uk/pape-sow/profil/spieler/20623
